vek;pohlavie;roky praxe;panas1;panas2;panas3;panas4;panas5;panas6;panas7;panas8;panas9;panas10;panas11;panas12;panas13;panas14;panas15;panas16;panas17;panas18;panas19;panas20;framingpoz_cas;framing pozitivny;framingneg_cas;framing negativny;1cas;1odpoved;1vyhodnotenie;2cas;2odpoved;2vyhodnotenie;3cas;3odpoved;3vyhodnotenie;4cas;4odpoved;4vyhodnotenie;5cas;5odpoved;5vyhodnotenie;6cas;6odpoved;6vyhodnotenie;7cas;7odpoved;7vyhodnotenie;8cas;8odpoved;8vyhodnotenie;9cas;9odpoved;9vyhodnotenie;10cas;10odpoved;10vyhodnotenie;11cas;11odpoved;11vyhodnotenie;12cas;12odpoved;12vyhodnotenie;13cas;13odpoved;13vyhodnotenie;14cas;14odpoved;14vyhodnotenie;15cas;15odpoved;15vyhodnotenie;16cas;16odpoved;16vyhodnotenie;17cas;17odpoved;17vyhodnotenie;18cas;18odpoved;18vyhodnotenie;19cas;19odpoved;19vyhodnotenie;20cas;20odpoved;20vyhodnotenie;21cas;21odpoved;21vyhodnotenie;22cas;22odpoved;22vyhodnotenie;23cas;23odpoved;23vyhodnotenie;24cas;24odpoved;24vyhodnotenie;25cas;25odpoved;25vyhodnotenie;26cas;26odpoved;26vyhodnotenie;27cas;27odpoved;27vyhodnotenie;28cas;28odpoved;28vyhodnotenie;29cas;29odpoved;29vyhodnotenie;30cas;30odpoved;30vyhodnotenie;31cas;31odpoved;31vyhodnotenie;32cas;32odpoved;32vyhodnotenie;33cas;33odpoved;33vyhodnotenie;34cas;34odpoved;34vyhodnotenie;35cas;35odpoved;35vyhodnotenie;36cas;36odpoved;36vyhodnotenie;37cas;37odpoved;37vyhodnotenie;38cas;38odpoved;38vyhodnotenie;39cas;39odpoved;39vyhodnotenie;40cas;40odpoved;40vyhodnotenie;41cas;41odpoved;41vyhodnotenie;42cas;42odpoved;42vyhodnotenie;43cas;43odpoved;43vyhodnotenie;44cas;44odpoved;44vyhodnotenie;45cas;45odpoved;45vyhodnotenie;46cas;46odpoved;46vyhodnotenie;47cas;47odpoved;47vyhodnotenie;48cas;48odpoved;48vyhodnotenie;49cas;49odpoved;49vyhodnotenie;50cas;50odpoved;50vyhodnotenie;51cas;51odpoved;51vyhodnotenie;52cas;52odpoved;52vyhodnotenie;53cas;53odpoved;53vyhodnotenie;54cas;54odpoved;54vyhodnotenie;55cas;55odpoved;55vyhodnotenie;56cas;56odpoved;56vyhodnotenie;57cas;57odpoved;57vyhodnotenie;58cas;58odpoved;58vyhodnotenie;59cas;59odpoved;59vyhodnotenie;60cas;60odpoved;60vyhodnotenie;61cas;61odpoved;61vyhodnotenie;62cas;62odpoved;62vyhodnotenie;63cas;63odpoved;63vyhodnotenie;64cas;64odpoved;64vyhodnotenie;65cas;65odpoved;65vyhodnotenie;66cas;66odpoved;66vyhodnotenie;67cas;67odpoved;67vyhodnotenie;68cas;68odpoved;68vyhodnotenie;69cas;69odpoved;69vyhodnotenie;70cas;70odpoved;70vyhodnotenie;71cas;71odpoved;71vyhodnotenie;72cas;72odpoved;72vyhodnotenie;73cas;73odpoved;73vyhodnotenie;74cas;74odpoved;74vyhodnotenie;75cas;75odpoved;75vyhodnotenie;76cas;76odpoved;76vyhodnotenie;77cas;77odpoved;77vyhodnotenie;78cas;78odpoved;78vyhodnotenie;79cas;79odpoved;79vyhodnotenie;80cas;80odpoved;80vyhodnotenie;81cas;81odpoved;81vyhodnotenie;82cas;82odpoved;82vyhodnotenie;83cas;83odpoved;83vyhodnotenie;84cas;84odpoved;84vyhodnotenie;85cas;85odpoved;85vyhodnotenie;86cas;86odpoved;86vyhodnotenie;87cas;87odpoved;87vyhodnotenie;88cas;88odpoved;88vyhodnotenie;89cas;89odpoved;89vyhodnotenie;90cas;90odpoved;90vyhodnotenie;91cas;91odpoved;91vyhodnotenie;92cas;92odpoved;92vyhodnotenie;93cas;93odpoved;93vyhodnotenie;94cas;94odpoved;94vyhodnotenie;95cas;95odpoved;95vyhodnotenie;96cas;96odpoved;96vyhodnotenie;97cas;97odpoved;97vyhodnotenie;98cas;98odpoved;98vyhodnotenie;99cas;99odpoved;99vyhodnotenie;100cas;100odpoved;100vyhodnotenie;PNS1;PNS2;PNS3;PNS4;PNS5;PNS6;PNS7;PNS8;PNS9;PNS10;PNS11;PNS12;REI1;REI2;REI3;REI4;REI5;REI6;REI7;REI8;REI9;REI10;REI11;REI12;REI13;REI14;REI15;REI16;REI17;REI18;REI19;REI20;REI21;REI22;REI23;REI24;REI25;REI26;REI27;REI28;REI29;REI30;REI31;REI32;REI33;REI34;REI35;REI36;REI37;REI38;REI39;REI40;cislelny kod;nalada

43;M;15;3;1;3;1;2;1;1;1;2;4;1;3;1;4;1;4;4;2;3;1;62980;b;18737;b;29414;green;true;18127;yellow;false;7055;green;true;14631;red;true;3816;green;true;7616;red;false;8023;yellow;false;10736;yellow;true;6343;red;true;6032;black;true;13199;yellow;true;2736;black;true;3704;red;true;11247;yellow;true;2032;green;true;2912;black;true;4792;green;true;4871;yellow;false;3424;black;true;9864;yellow;true;5543;yellow;false;7080;yellow;true;4696;red;true;7615;black;true;4488;green;true;2320;red;true;5096;yellow;true;4087;red;true;4440;yellow;false;1256;black;true;10039;green;true;7384;yellow;true;8912;yellow;false;2239;yellow;true;2456;green;true;4712;red;true;1408;green;true;2872;yellow;true;4063;yellow;false;2808;green;true;3552;yellow;false;8120;yellow;true;3072;red;false;1423;black;true;2848;yellow;true;1336;green;true;4840;yellow;true;1288;red;false;1736;yellow;true;3423;red;true;1768;green;true;9328;red;true;2232;green;true;13927;yellow;false;14055;green;true;2864;red;false;4288;red;true;3552;yellow;true;7463;red;true;2672;black;true;13295;yellow;true;5480;black;true;6191;yellow;false;2256;yellow;true;1176;green;true;2056;black;true;2392;green;true;2576;red;true;3720;black;true;5631;yellow;true;8216;yellow;false;4560;yellow;true;5511;yellow;false;1408;black;true;1576;green;true;2248;red;true;2072;yellow;true;2408;yellow;false;3544;yellow;false;1088;black;true;1263;green;true;1776;yellow;true;2888;yellow;false;2224;yellow;true;1592;green;true;4240;red;true;8199;green;true;10384;yellow;true;1988;yellow;false;1211;green;true;9264;yellow;false;78499;yellow;true;2255;red;true;2153;black;true;90946;yellow;true;3440;green;true;1752;yellow;true;1888;red;false;3807;yellow;true;6456;red;true;3;4;4;6;2;3;3;4;4;4;4;4;3;4;4;3;3;4;5;2;3;3;5;4;3;5;3;5;3;5;3;5;5;2;5;4;2;4;4;2;4;3;3;4;4;4;3;4;5;4;5;2;272255;positive
-1;M;-1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2787;b;3986;b;207751;green;true;1236;red;true;1838;green;true;1042;red;true;2737;green;true;897;yellow;true;2601;red;true;1031;yellow;true;4824;red;true;908;black;true;4304;yellow;true;1057;black;true;2350;red;true;1044;yellow;true;3864;green;true;1085;black;true;3513;green;true;969;red;true;2224;black;true;946;yellow;true;2135;red;true;945;yellow;true;3502;red;true;870;black;true;1264;green;true;3538;red;true;840;yellow;true;1755;red;true;962;green;true;2164;black;true;1035;green;true;6882;yellow;true;932;red;true;2574;yellow;true;930;green;true;2307;red;true;1145;green;true;2743;yellow;true;846;red;true;3099;green;true;1152;red;true;2302;yellow;true;861;red;false;1595;black;true;1026;yellow;true;3512;green;true;1355;yellow;true;750;yellow;true;1107;yellow;true;1762;red;true;2217;green;true;880;red;true;1881;green;true;1048;red;true;2290;green;true;856;yellow;true;1713;red;true;861;yellow;true;2572;red;true;828;black;true;1748;yellow;true;1034;black;true;2049;red;true;940;yellow;true;1978;green;true;1114;black;true;1596;green;true;984;red;true;1604;black;true;1130;yellow;true;2424;red;true;1480;yellow;true;1783;red;true;816;black;true;1043;green;true;1426;red;true;1496;yellow;true;1770;red;true;948;green;true;1282;black;true;1241;green;true;1438;yellow;true;1201;red;true;1349;yellow;true;1598;green;true;1017;red;true;1200;green;true;1148;yellow;true;1194;red;true;2068;green;true;2058;red;true;955;yellow;true;1196;red;true;842;black;true;1157;yellow;true;1040;green;true;1233;yellow;true;858;yellow;true;813;yellow;true;879;red;true;1;5;2;2;5;5;2;2;2;2;5;2;6;2;5;5;2;2;5;2;5;2;2;2;5;2;5;2;5;5;2;5;5;2;5;5;2;5;2;5;2;2;2;5;2;5;5;2;2;2;2;5;995877;positive
31;M;9;4;1;5;1;3;1;1;1;5;4;1;2;1;4;1;5;4;1;4;1;37701;b;44414;b;8071;green;true;12599;red;true;11231;green;true;5640;yellow;false;4280;green;true;7855;red;false;6432;yellow;false;8287;yellow;true;5928;yellow;false;10175;black;true;4792;yellow;true;3960;black;true;9687;red;true;4471;yellow;true;3727;yellow;false;3736;black;true;8695;yellow;false;5920;yellow;false;3376;black;true;3520;yellow;true;8831;yellow;false;4176;yellow;true;2984;yellow;false;2104;black;true;3095;green;true;3552;red;true;4568;red;false;6559;red;true;9896;yellow;false;6023;black;true;5216;green;true;5120;yellow;true;5079;yellow;false;2600;yellow;true;5056;green;true;3376;yellow;false;4599;green;true;2304;yellow;true;6392;green;false;10191;yellow;false;3536;green;false;3344;yellow;true;3159;red;false;1664;black;true;6000;yellow;true;2560;green;true;6519;yellow;true;3274;red;false;3430;yellow;true;3480;yellow;false;2968;green;true;9863;red;true;4392;green;true;3399;yellow;false;2904;green;true;2314;red;false;3030;red;true;2128;yellow;true;3111;red;true;11200;black;true;10663;yellow;true;1680;black;true;3376;yellow;false;4064;yellow;true;2551;green;true;2008;black;true;3944;green;true;4104;yellow;false;2496;black;true;9415;yellow;true;3280;yellow;false;2904;yellow;true;2031;yellow;false;1400;black;true;5129;green;true;4255;red;true;4839;yellow;true;3168;yellow;false;5984;green;true;3192;black;true;7847;green;true;2384;yellow;true;2600;yellow;false;3504;yellow;true;2935;green;true;2768;yellow;false;3352;green;true;1928;yellow;true;2328;yellow;false;1888;green;true;3735;yellow;false;2392;yellow;true;2680;red;true;2320;black;true;3096;yellow;true;1512;green;true;3863;yellow;true;2200;red;false;1368;yellow;true;2256;yellow;false;5;5;5;4;1;4;2;2;3;3;3;4;5;6;6;6;4;6;5;6;4;6;2;6;4;4;5;6;5;5;2;6;4;6;5;5;3;6;5;5;3;5;3;5;4;5;5;6;3;6;4;4;197952;positive
50;M;28;1;1;2;1;2;1;2;1;3;4;1;4;1;2;1;1;3;1;4;1;81470;b;29620;b;48654;green;true;2159;green;false;6448;green;true;12791;yellow;false;9264;green;true;13711;red;false;9304;red;true;20711;yellow;true;12856;yellow;false;26071;red;false;10072;yellow;true;12559;black;true;11968;red;true;8807;yellow;true;7960;green;true;4976;black;true;7271;green;true;12912;green;false;3872;black;true;11543;yellow;true;17544;yellow;false;7839;red;false;16584;yellow;false;8367;black;true;18472;green;true;14175;red;true;5976;red;false;11487;yellow;false;19208;yellow;false;3807;black;true;4719;green;true;5464;yellow;true;14952;yellow;false;26006;yellow;true;6768;green;true;15608;green;false;3776;green;true;9151;red;false;27575;yellow;false;37351;green;true;5999;green;false;19840;red;false;7615;red;false;2296;black;true;4992;red;false;4360;green;true;20575;yellow;true;2384;red;false;4920;red;false;16815;yellow;false;3976;green;true;10607;red;true;3137;green;true;6879;green;false;3384;green;true;60550;red;false;13687;red;true;9384;red;false;6959;yellow;false;10264;red;false;4808;yellow;true;6112;black;true;8519;red;true;5528;yellow;true;4504;green;true;2448;black;true;14481;green;true;5951;green;false;2176;black;true;11816;yellow;true;8919;green;false;23168;yellow;true;15231;green;false;5584;black;true;14639;green;true;4304;yellow;false;4208;yellow;true;3936;green;false;5919;yellow;false;5824;black;true;7280;green;true;17743;yellow;true;5560;green;false;4112;yellow;true;3496;green;true;5055;green;false;7600;green;true;10704;yellow;true;17471;yellow;false;2760;green;true;5728;yellow;false;9383;yellow;true;4264;yellow;false;2656;black;true;11544;yellow;true;6407;green;true;6144;yellow;true;3960;red;false;8080;yellow;true;9295;yellow;false;2;3;4;4;3;5;4;4;4;3;2;2;5;5;5;2;5;4;3;4;3;4;4;4;4;4;4;4;5;4;2;5;3;4;4;5;3;4;5;3;2;4;5;2;4;2;3;3;5;5;5;4;225673;negative
39;M;7;3;2;1;4;4;3;2;3;3;4;4;2;1;1;3;3;5;1;1;2;4583;a;12552;a;4336;green;true;2855;red;true;4369;green;true;4263;red;true;5586;green;true;6470;red;false;4960;red;true;9079;yellow;true;2328;red;true;7000;black;true;4288;yellow;true;2264;black;true;4496;red;true;3416;yellow;true;3944;green;true;2287;black;true;7761;green;true;5255;yellow;false;3496;black;true;8128;yellow;true;4496;red;true;6303;yellow;true;5112;red;true;6160;black;true;6384;green;true;3088;red;true;2728;yellow;true;2215;yellow;false;8024;yellow;false;1912;black;true;3016;green;true;3752;yellow;true;5400;red;true;7680;yellow;true;2383;green;true;3552;red;true;2753;green;true;2503;yellow;true;10072;yellow;false;14000;green;true;2471;red;true;4697;yellow;true;3319;red;true;1968;black;true;3376;yellow;true;2624;green;true;6088;yellow;true;5199;red;false;3704;yellow;true;1928;red;true;5752;green;true;4640;red;true;4840;yellow;false;6856;green;false;4400;green;true;2103;red;false;4752;red;true;5232;yellow;true;4816;red;true;4728;black;true;6016;yellow;true;2263;black;true;11175;yellow;false;3400;yellow;true;1976;green;true;1888;black;true;7856;green;true;5823;green;false;4912;black;true;3328;yellow;true;5144;red;true;3600;yellow;true;3328;red;true;4080;black;true;5536;green;true;4720;red;true;5439;yellow;true;7512;red;true;7056;yellow;false;6008;black;true;3047;green;true;2288;yellow;true;5432;red;true;6008;yellow;true;3264;green;true;7168;red;true;4304;green;true;1335;yellow;true;2261;red;true;5371;green;true;2792;red;true;2640;yellow;true;1650;red;true;2200;black;true;7014;yellow;true;2992;green;true;3903;yellow;true;3720;red;false;4272;yellow;true;2448;red;true;6;6;6;6;2;3;5;6;6;5;1;6;1;5;4;4;5;2;3;5;2;5;3;4;5;5;3;5;3;2;5;3;3;3;1;3;4;4;4;2;4;5;4;2;4;2;3;5;5;4;4;1;408021;negative
40;M;10;5;1;1;1;5;1;1;1;5;5;1;5;1;3;1;4;4;1;4;1;43485;a;38741;a;17871;green;true;12038;red;true;8336;yellow;false;9895;red;true;5551;yellow;false;7128;red;false;7399;red;true;5496;red;false;7047;red;true;8119;black;true;5088;red;false;5288;black;true;3943;red;true;3656;red;false;6024;green;true;3039;black;true;4376;green;true;4920;red;true;12703;black;true;2943;red;false;6496;red;true;2304;red;false;2729;yellow;false;1975;black;true;2992;green;true;2056;yellow;false;2696;yellow;true;6480;red;true;8336;red;false;2303;black;true;11416;green;true;1488;yellow;true;1608;green;false;2728;green;false;2192;yellow;false;1920;red;true;1424;green;true;1367;red;false;1672;green;false;7224;green;true;4480;yellow;false;1856;red;false;2240;red;false;5527;black;true;10840;red;false;6744;yellow;false;1728;red;false;848;yellow;true;840;yellow;true;1040;red;true;1336;green;true;1951;yellow;false;520;green;true;1272;red;true;1256;yellow;false;864;green;false;944;yellow;false;1408;green;false;440;yellow;false;848;red;false;1469;green;false;475;yellow;false;4608;red;true;2224;red;false;3352;green;true;1520;black;true;12367;green;true;2688;green;false;1192;black;true;1928;red;false;2048;green;false;1344;red;false;880;green;false;1064;red;false;2384;green;true;1495;red;true;1072;red;false;1272;green;false;1128;red;false;1608;black;true;2928;green;true;1872;red;false;1704;green;false;1528;red;false;2216;green;true;1504;red;true;2552;green;true;3016;red;false;1775;green;false;1240;green;true;704;green;false;2296;red;false;1336;yellow;false;1296;black;true;2040;red;false;824;red;false;896;red;false;1312;red;false;944;red;false;936;green;false;6;5;5;5;2;5;3;6;3;3;6;4;3;3;2;3;5;3;3;5;4;3;2;4;2;5;3;3;4;3;5;3;4;3;3;2;5;3;3;5;2;2;3;3;5;2;3;3;2;2;2;4;337909;positive
26;M;3;1;1;2;2;5;1;1;1;4;4;1;2;1;3;2;4;4;1;3;1;2224;a;2832;a;1448;green;true;1792;red;true;1448;green;true;38614;yellow;false;2616;green;true;6879;yellow;true;3840;red;true;5736;yellow;true;3528;red;true;2560;black;true;3207;yellow;true;1416;black;true;2688;red;true;3144;yellow;true;1544;green;true;1496;black;true;2120;green;true;4248;yellow;false;1391;black;true;3088;yellow;true;3232;red;true;3032;yellow;true;2600;red;true;1544;black;true;1664;green;true;8032;red;true;2103;yellow;true;1657;red;true;5751;yellow;false;1424;black;true;3040;green;true;1592;yellow;true;2016;red;true;3096;yellow;true;1408;green;true;2559;red;true;1351;green;true;2048;yellow;true;2064;red;true;2520;green;true;2496;red;true;2632;yellow;true;1736;red;true;1144;black;true;1880;yellow;true;2248;green;true;1919;yellow;true;1656;yellow;true;2272;yellow;true;1193;red;true;1599;green;true;2120;red;true;1880;green;true;1688;red;true;1272;green;true;1808;yellow;true;1968;red;true;3672;yellow;true;1359;red;true;1280;black;true;2192;yellow;true;1384;black;true;2864;red;true;3464;yellow;true;1368;green;true;1088;black;true;1352;green;true;2992;yellow;false;1328;black;true;1911;yellow;true;2040;red;true;2464;yellow;true;2240;red;true;976;black;true;1856;green;true;2096;red;true;2048;yellow;true;4272;red;true;1728;green;true;1632;black;true;1551;green;true;12800;yellow;true;1312;red;true;1544;yellow;true;1168;green;true;1400;red;true;1128;green;true;2096;yellow;true;3199;yellow;false;1361;green;true;1839;red;true;2888;yellow;true;1792;red;true;1128;black;true;2168;yellow;true;1088;green;true;1240;yellow;true;2256;yellow;true;1712;yellow;true;2383;red;true;5;4;5;5;3;4;4;4;3;4;4;4;4;4;4;2;5;2;5;4;4;3;4;3;4;4;4;4;4;4;3;3;5;4;4;3;5;4;5;5;4;3;5;2;5;4;5;3;5;4;5;3;247421;positive
40;M;20;2;3;2;2;2;1;1;1;2;2;1;1;2;2;2;1;2;1;3;2;5127;b;3528;a;2184;green;true;5527;red;true;2304;green;true;2104;yellow;false;1232;green;true;1167;red;false;1192;red;true;1416;red;false;1928;yellow;false;5080;red;false;10775;yellow;true;1672;black;true;2128;yellow;false;1760;yellow;true;1935;green;true;1888;black;true;1376;green;true;1520;yellow;false;1800;black;true;1224;yellow;true;1648;yellow;false;1520;red;false;1472;yellow;false;2215;black;true;1704;green;true;3368;yellow;false;3464;yellow;true;1472;yellow;false;1504;yellow;false;1280;black;true;1384;green;true;1951;yellow;true;1624;yellow;false;1864;red;false;1464;green;true;1168;yellow;false;2896;green;true;3871;yellow;true;1560;yellow;false;1816;green;true;1128;yellow;false;3648;red;false;1888;red;false;1520;black;true;1824;yellow;true;1944;green;true;1311;yellow;true;1056;red;false;2344;yellow;true;1808;yellow;false;1184;green;true;2896;red;true;2095;yellow;false;1904;yellow;false;1072;green;true;1504;red;false;1232;red;true;1960;red;false;1408;yellow;false;2248;red;false;2159;yellow;true;1561;black;true;2455;yellow;false;1480;yellow;true;1680;green;true;1920;black;true;1160;green;true;1208;yellow;false;2096;black;true;1495;yellow;true;3120;red;true;2848;red;false;1920;yellow;false;1312;black;true;1536;green;true;1783;red;true;1328;red;false;3784;yellow;false;1808;yellow;false;1200;black;true;1448;green;true;944;yellow;true;1984;yellow;false;1160;yellow;true;1511;green;true;3096;yellow;false;1176;green;true;1704;red;false;1296;yellow;false;2400;green;true;6887;yellow;false;2296;red;false;1456;red;true;1232;black;true;1296;red;false;1832;yellow;false;3536;yellow;true;1896;red;false;1439;red;false;4184;red;true;3;3;3;4;3;3;3;4;2;3;3;4;4;4;3;3;4;3;5;3;3;4;4;3;5;3;4;4;3;3;4;4;3;3;3;4;4;4;2;4;4;4;3;3;4;4;5;3;4;3;3;4;548392;negative
34;M;7;1;3;2;2;1;2;2;2;1;1;2;3;1;1;2;2;3;1;3;1;23936;a;32919;b;5072;green;true;5391;red;true;4744;green;true;5056;red;true;4376;green;true;7527;yellow;true;9584;red;true;6440;yellow;true;12143;red;true;13744;black;true;6168;yellow;true;2464;black;true;8024;yellow;false;3743;yellow;true;3320;green;true;3376;black;true;5088;green;true;7239;yellow;false;2889;black;true;3864;yellow;true;4775;red;true;4112;yellow;true;7552;red;true;4616;black;true;5256;green;true;5408;red;true;4711;yellow;true;5976;red;true;7240;yellow;false;4480;black;true;5664;green;true;6447;yellow;true;5592;red;true;5320;yellow;true;6744;green;true;5272;red;true;5520;green;true;5463;yellow;true;5272;red;true;6792;green;true;5616;red;true;7448;yellow;true;6159;red;true;5240;black;true;7000;yellow;true;5264;green;true;5728;yellow;true;6807;yellow;true;7672;yellow;true;6344;red;true;6224;green;true;6376;red;true;5655;green;true;6480;red;true;5696;green;true;5464;yellow;true;7376;red;true;6503;yellow;true;7128;red;true;6352;black;true;8448;yellow;true;5265;black;true;8247;yellow;false;8352;yellow;true;5136;green;true;7440;black;true;4959;green;true;4480;yellow;false;3328;black;true;6440;yellow;true;4584;red;true;4872;yellow;true;3816;red;true;3319;black;true;4520;green;true;7160;red;true;6880;yellow;true;7632;red;true;6759;green;true;5032;black;true;5280;green;true;4776;yellow;true;4688;red;true;4792;yellow;true;4736;green;true;4511;red;true;6136;green;true;5160;yellow;true;4464;red;true;5160;green;true;5191;red;true;5792;yellow;true;5888;red;true;6216;black;true;4656;yellow;true;4288;green;true;5568;yellow;true;4623;yellow;true;3984;yellow;true;4544;red;true;4;3;5;3;2;4;4;4;4;4;3;5;4;1;5;1;5;1;5;1;5;1;4;2;5;2;5;2;6;1;4;1;5;3;5;1;5;1;6;1;4;2;6;1;6;4;5;2;5;2;5;5;776202;negative
26;F;1;3;1;3;2;5;1;1;1;4;2;1;5;1;5;1;5;4;2;4;4;5040;a;33735;b;6544;green;true;8432;yellow;false;3280;green;true;4103;yellow;false;2280;green;true;1656;red;false;1400;red;true;2000;yellow;true;2073;red;true;5487;red;false;10552;yellow;true;1632;black;true;8824;red;true;7759;yellow;true;3040;green;true;2208;black;true;5760;green;true;4224;yellow;false;1592;black;true;3672;yellow;true;3128;yellow;false;4080;yellow;true;26479;yellow;false;1600;black;true;3368;green;true;8416;red;true;2672;yellow;true;1704;yellow;false;6791;yellow;false;2728;red;false;6880;green;true;1544;yellow;true;13536;yellow;false;1672;yellow;true;4775;green;true;7864;yellow;false;4888;green;true;4952;yellow;true;7480;yellow;false;1224;green;true;16567;yellow;false;2400;yellow;true;1328;red;false;1520;black;true;4472;yellow;true;1792;green;true;2000;yellow;true;1192;red;false;1664;yellow;true;5448;yellow;false;5984;green;true;12967;red;true;9728;green;true;2296;yellow;false;3856;green;true;1192;red;false;5416;red;true;1864;yellow;true;1104;red;true;5232;red;false;6672;yellow;true;1887;black;true;2512;red;true;2920;yellow;true;1856;green;true;2024;black;true;1808;green;true;4384;yellow;false;1424;black;true;2944;yellow;true;4968;yellow;false;3624;red;false;26599;yellow;false;2200;black;true;1696;green;true;1600;red;true;1608;yellow;true;41087;yellow;false;3080;yellow;false;2088;black;true;3225;green;true;3439;yellow;true;3063;green;false;1784;yellow;true;2304;green;true;2624;yellow;false;4200;green;true;3080;yellow;true;1768;green;false;3528;green;true;5592;yellow;false;1696;yellow;true;880;red;true;1208;black;true;1896;yellow;true;1647;green;true;1097;yellow;true;944;red;false;2568;yellow;true;1432;green;false;1;1;2;4;1;2;1;1;1;3;4;1;6;6;6;6;6;5;6;5;5;5;6;6;6;2;5;6;5;6;1;1;3;6;6;5;5;5;6;3;4;2;5;3;6;5;2;2;5;5;1;5;61482;positive
40;M;20;5;1;1;1;3;1;1;2;1;3;1;4;1;2;1;4;4;1;3;1;37518;a;47167;a;15823;green;true;12983;red;true;11880;green;true;28351;yellow;false;5399;green;true;22263;red;false;8407;yellow;false;34384;yellow;true;15774;red;true;32727;black;true;8504;yellow;true;12047;black;true;8248;yellow;false;6360;yellow;true;3976;green;true;7823;black;true;9176;green;true;9648;yellow;false;4288;black;true;5919;yellow;true;5848;yellow;false;3200;yellow;true;3520;yellow;false;6368;black;true;6935;green;true;5416;yellow;false;14128;yellow;true;12607;green;false;9552;green;true;4463;black;true;6656;green;true;9912;yellow;true;3016;green;false;5272;yellow;true;2639;green;true;7687;yellow;false;3560;green;true;3600;yellow;true;7680;yellow;false;3543;green;true;17248;yellow;false;6328;yellow;true;3111;yellow;false;2647;black;true;5944;yellow;true;2808;green;true;19184;yellow;true;5831;red;false;3344;yellow;true;5992;yellow;false;2240;green;true;10895;yellow;false;3176;green;true;6160;yellow;false;4752;green;true;3464;red;false;5463;yellow;false;3945;yellow;true;13783;yellow;false;23567;black;true;12119;yellow;true;2256;black;true;9712;yellow;false;3136;yellow;true;2968;green;true;5208;black;true;2615;green;true;6368;yellow;false;2120;black;true;4472;green;false;6816;yellow;false;3503;yellow;true;3320;yellow;false;3632;black;true;2368;green;true;9736;yellow;false;2992;yellow;true;3272;yellow;false;4815;green;true;2752;black;true;2456;green;true;4728;yellow;true;2832;yellow;false;2592;yellow;true;2368;green;true;3816;yellow;false;2335;green;true;8048;yellow;true;5064;yellow;false;3336;green;true;2792;yellow;false;4768;yellow;true;5967;yellow;false;1536;black;true;8232;yellow;true;1664;green;true;5000;yellow;true;3240;red;false;2623;yellow;true;4920;yellow;false;3;2;4;5;4;5;3;2;5;2;3;3;5;4;5;5;3;3;6;5;5;5;3;5;5;5;6;5;6;5;4;5;5;5;2;3;5;2;5;2;5;4;5;3;5;2;5;2;2;5;5;4;754405;negative
34;M;16;1;1;1;1;3;1;1;1;2;3;1;1;1;3;1;4;4;2;3;1;8864;a;14952;a;12831;green;true;16407;red;true;18704;green;true;17647;yellow;false;3496;green;true;8384;red;false;54414;red;true;9551;yellow;true;36559;red;true;42455;black;true;12991;yellow;true;6264;black;true;11320;yellow;false;9943;yellow;true;6472;green;true;5808;black;true;7920;green;true;24295;yellow;false;4416;black;true;7391;yellow;true;9800;yellow;false;6336;yellow;true;18719;yellow;false;5312;black;true;3992;green;true;6032;red;true;4703;yellow;true;5416;yellow;false;21560;green;true;2560;black;true;5119;green;true;9896;yellow;true;5904;yellow;false;5839;yellow;true;5296;green;true;5240;yellow;false;9032;green;true;5016;yellow;true;5127;yellow;false;10016;green;true;17544;yellow;false;4407;yellow;true;3680;yellow;false;2408;black;true;9000;yellow;true;3312;green;true;9752;yellow;true;1986;red;false;1567;yellow;true;4318;yellow;false;2832;green;true;8002;red;true;2294;green;true;5319;yellow;false;5168;green;true;1656;red;false;5304;yellow;false;2064;yellow;true;18127;red;true;5840;red;false;8696;yellow;true;1322;black;true;5126;yellow;false;1447;yellow;true;4200;green;true;1571;black;true;3421;green;true;20768;yellow;false;1495;black;true;1563;yellow;true;8293;yellow;false;3600;yellow;true;5200;yellow;false;11991;black;true;3184;green;true;11186;red;true;1286;yellow;true;16256;yellow;false;4367;yellow;false;1779;black;true;6245;green;true;1136;yellow;true;9192;yellow;false;1984;yellow;true;3296;green;true;7991;yellow;false;1344;green;true;1106;yellow;true;1969;yellow;false;2095;green;true;4630;yellow;false;1919;yellow;true;2257;red;true;1384;black;true;3880;yellow;true;4023;green;true;2112;yellow;true;1024;red;false;2040;yellow;true;11072;yellow;false;4;5;4;6;1;2;5;6;5;5;2;4;3;5;5;5;4;4;2;5;4;5;3;4;5;4;5;5;6;5;2;3;3;4;3;3;4;1;5;4;4;4;5;2;5;5;5;2;5;4;4;2;227119;negative
